8573179	8778997
8573150	8778908
8573057	8778754
8572946	8778644
8572921	8778492
8572879	8778338
8572802	8778209
8572791	8778137
8572725	8777985
8572664	8777827
8572615	8777762
8572497	8777543
8572522	8777460
8572403	8777301
8572379	8777164
8572379	8777037
8572254	8776904
8572215	8776777
8572106	8776637
8572060	8776519
8572011	8776379
8571963	8776258
8571948	8776152
8571897	8776019
8571813	8775885
8571710	8775724
8571697	8775594
8571722	8775467
8571641	8775325
8571545	8775262
8571518	8775087
8571470	8775040
8571401	8774914
8571355	8774749
8571323	8774541
8571314	8774433
8571194	8774330
8571127	8774184
8571123	8774089
8571032	8773960
8570999	8773832
8570942	8773754
8570825	8773578
8570836	8773467
8570813	8773308
8570702	8773178
8570668	8773074
8570638	8772913
8570575	8772812
8570546	8772727
8570442	8772624
8570359	8772465
8570314	8772413
8570281	8772244
8570209	8772168
8570164	8772014
8570120	8771842
8570075	8771746
8570023	8771670
8569939	8771534
8569900	8771364
8569884	8771256
8569826	8771156
8569715	8771039
8569720	8770872
8569659	8770781
8569604	8770683
8569590	8770560
8569535	8770479
8569462	8770397
8569414	8770205
8569346	8770017
8569366	8770005
8569204	8769865
8569236	8769684
8569180	8769614
8569123	8769477
8569134	8769439
8569029	8769311
8569028	8769121
8568920	8769010
8568923	8768936
8568854	8768829
8568826	8768714
8568753	8768578
8568704	8768523
8568628	8768395
8568642	8768264
8568521	8768099
8568599	8768034
8568497	8767945
8568516	8767804
8568475	8767688
8568411	8767577
8568320	8767436
8568298	8767387
8568245	8767238
8568257	8767139
8568179	8767057
8568123	8766904
8568066	8766808
8568096	8766658
8567992	8766617
8567978	8766508
8567898	8766318
8567889	8766274
8567808	8766130
8567769	8766054
8567765	8765871
8567739	8765795
8567671	8765733
8567644	8765591
8567539	8765482
8567543	8765354
8567431	8765240
8567467	8765172
8567420	8765003
8567407	8764919
8567309	8764837
8567247	8764747
8567253	8764595
8567158	8764444
8567194	8764374
8567078	8764225
8567010	8764176
8567054	8764057
8566973	8763935
8566986	8763751
8566857	8763697
8566862	8763588
8566829	8763486
8566760	8763412
8566740	8763297
8566788	8763169
8566697	8763149
8566622	8762973
8566645	8762897
8566556	8762727
8566560	8762694
8566461	8762556
8566498	8762417
8566446	8762412
8566360	8762282
8566326	8762162
8566364	8762054
8566321	8761985
8566229	8761838
8566178	8761724
8566192	8761661
8566120	8761550
8566142	8761444
8566078	8761357
8566004	8761209
8565985	8761161
8566026	8761007
8565978	8761003
8565909	8760846
8565851	8760725
8565858	8760632
8565784	8760557
8565848	8760391
8565779	8760339
8565735	8760269
8565685	8760180
8565695	8760080
8565566	8759983
8565635	8759883
8565584	8759820
8565614	8759647
8565511	8759586
8565486	8759469
8565409	8759460
8565476	8759313
8565418	8759205
8565357	8759116
8565343	8759064
8565345	8758963
8565313	8758819
8565242	8758762
8565230	8758607
8565224	8758528
8565214	8758482
8565130	8758348
8565100	8758298
8565073	8758214
8565107	8758061
8565051	8757973
8564968	8757925
8564995	8757835
8565007	8757750
8564941	8757612
8564925	8757563
8564892	8757461
8564844	8757359
8564865	8757282
8564771	8757209
8564794	8757118
8564735	8756983
8564697	8756912
8564683	8756823
8564690	8756818
8564611	8756702
8564634	8756618
8564545	8756452
8564597	8756408
8564555	8756335
8564476	8756227
8564524	8756082
8564498	8756045
8564492	8755973
8564422	8755917
8564449	8755810
8564445	8755639
8564337	8755629
8564352	8755515
8564333	8755459
8564299	8755358
8564257	8755251
8564219	8755226
8564254	8755093
8564132	8754983
8564135	8754975
8564129	8754867
8564181	8754718
8564117	8754696
8564101	8754608
8564113	8754497
8564065	8754375
8563999	8754274
8564038	8754264
8564012	8754173
8563915	8754034
8563939	8753990
8563892	8753862
8563912	8753803
8563844	8753763
8563840	8753622
8563856	8753528
8563847	8753431
8563786	8753411
8563793	8753337
8563797	8753294
8563767	8753199
8563749	8753057
8563656	8753021
8563713	8752922
8563699	8752873
8563696	8752758
8563654	8752703
8563622	8752633
8563607	8752494
8563552	8752491
8563546	8752340
8563577	8752329
8563512	8752273
8563464	8752183
8563524	8752069
8563468	8752028
8563452	8751958
8563424	8751892
